"Latitude (decimal degrees):	51.790",,,,,Effiency,0.18,,,Date,EPV (kW),G_i (kW/m)
20070115:0356,0,0,0,4.28,4.92,0,,,20070115:1356,0.049695,0.172574
20070115:0456,0,0,0,4.19,5,0,,,20070115:1456,0.043275,0.15621
20070115:0556,0,0,0,4.1,5.07,0,,,20070115:1556,0.00634,0.035145
20070115:0656,0,0,0,4.01,5.14,0,,,20070115:1656,0,0
20070115:0756,0,0,0,4.26,5.33,0,,,20070115:1756,0,0
20070115:0856,4.62,27.86,5.17,4.52,5.51,0,,,20070115:1856,0,0
20070115:0956,1.34,13.3,11.02,4.77,5.7,0,,,20070115:1956,0,0
20070115:1056,13.57,59.87,15.07,5.93,6.27,0,,,20070115:2056,0,0
20070115:1156,26.94,104.59,16.96,7.09,6.84,0,,,20070115:2156,0,0
20070115:1256,9.42,45.74,16.52,8.25,7.41,0,,,20070115:2256,0,0
20070115:1356,2.43,18.55,13.78,8.34,7.13,0,,,20070115:2356,0,0
20070115:1456,63.98,228.35,9,8.44,6.86,0,,,20070116:0056,0,0
20070115:1556,2.66,20.37,2.57,8.53,6.58,0,,,20070116:0156,0,0
20070115:1656,0,0,0,8.36,6.62,0,,,20070116:0256,0,0
20070115:1756,0,0,0,8.19,6.66,0,,,20070116:0356,0,0
20070115:1856,0,0,0,8.02,6.7,0,,,20070116:0456,0,0
20070115:1956,0,0,0,8.23,6.93,0,,,20070116:0556,0,0
20070115:2056,0,0,0,8.45,7.16,0,,,20070116:0656,0,0
20070115:2156,0,0,0,8.67,7.39,0,,,20070116:0756,0,0
20070115:2256,0,0,0,8.81,7.25,0,,,20070116:0856,0.017438,0.070916
20070115:2356,0,0,0,8.96,7.1,0,,,20070116:0956,0.040442,0.14095
20070116:0056,0,0,0,9.11,6.95,0,,,20070116:1056,0.060295,0.205388
20070116:0156,0,0,0,9.22,6.77,0,,,20070116:1156,0.060261,0.20754
20070116:0256,0,0,0,9.33,6.58,0,,,20070116:1256,0.053162,0.183573
20070116:0356,0,0,0,9.43,6.4,0,,,20070116:1356,0.04868,0.17089
20070116:0456,0,0,0,9.41,6.39,0,,,20070116:1456,0.032271,0.120619
20070116:0556,0,0,0,9.4,6.38,0,,,20070116:1556,0.008706,0.04447
20070116:0656,0,0,0,9.38,6.37,0,,,20070116:1656,0,0
20070116:0756,0,0,0,9.34,6.4,0,,,20070116:1756,0,0
20070116:0856,0,5.1,5.3,9.29,6.43,0,,,20070116:1856,0,0
20070116:0956,0,5.54,11.17,9.25,6.46,0,,,20070116:1956,0,0
20070116:1056,3.33,22.53,15.23,9.45,6.46,0,,,20070116:2056,0,0
20070116:1156,4.98,29.28,17.14,9.65,6.47,0,,,20070116:2156,0,0
20070116:1256,0.61,9.66,16.71,9.85,6.48,0,,,20070116:2256,0,0
20070116:1356,0.27,7.57,13.98,9.75,6.22,0,,,20070116:2356,0,0
20070116:1456,0.9,11.27,9.21,9.66,5.95,0,,,20070117:0056,0,0
20070116:1556,0,4.37,2.77,9.56,5.68,0,,,20070117:0156,0,0
20070116:1656,0,0,0,9.42,5.69,0,,,20070117:0256,0,0
20070116:1756,0,0,0,9.29,5.7,0,,,20070117:0356,0,0
20070116:1856,0,0,0,9.15,5.71,0,,,20070117:0456,0,0
20070116:1956,0,0,0,9.06,6.21,0,,,20070117:0556,0,0
20070116:2056,0,0,0,8.97,6.7,0,,,20070117:0656,0,0
20070116:2156,0,0,0,8.88,7.2,0,,,20070117:0756,0,0
20070116:2256,0,0,0,8.8,7.26,0,,,20070117:0856,0.018971,0.077094
20070116:2356,0,0,0,8.72,7.33,0,,,20070117:0956,0.031046,0.113084
20070117:0056,0,0,0,8.64,7.39,0,,,20070117:1056,0.055279,0.189371
20070117:0156,0,0,0,8.82,8.41,0,,,20070117:1156,0.06153,0.210697
20070117:0256,0,0,0,9,9.43,0,,,20070117:1256,0.081161,0.274441
20070117:0356,0,0,0,9.18,10.44,0,,,20070117:1356,0.047821,0.168041
20070117:0456,0,0,0,9.23,10.84,0,,,20070117:1456,0.032095,0.12013
20070117:0556,0,0,0,9.28,11.23,0,,,20070117:1556,0.009872,0.049318
20070117:0656,0,0,0,9.33,11.63,0,,,20070117:1656,0,0
20070117:0756,0,0,0,8.88,11.41,0,,,20070117:1756,0,0
20070117:0856,16.7,73.44,5.43,8.42,11.19,0,,,20070117:1856,0,0
20070117:0956,4.6,27.58,11.32,7.97,10.97,0,,,20070117:1956,0,0
20070117:1056,8.49,42.24,15.41,7.53,9.83,0,,,20070117:2056,0,0
20070117:1156,21.57,87,17.33,7.1,8.68,0,,,20070117:2156,0,0
20070117:1256,141.14,463.42,16.91,6.66,7.54,0,,,20070117:2256,0,0
20070117:1356,97.2,326.04,14.19,6.89,8.07,0,,,20070117:2356,0,0
20070117:1456,34.11,129.38,9.42,7.13,8.59,0,,,20070118:0056,0,0
20070117:1556,9.09,48.18,2.98,7.36,9.12,0,,,20070118:0156,0,0
20070117:1656,0,0,0,6.9,8.29,0,,,20070118:0256,0,0
20070117:1756,0,0,0,6.45,7.47,0,,,20070118:0356,0,0
20070117:1856,0,0,0,5.99,6.65,0,,,20070118:0456,0,0
20070117:1956,0,0,0,5.91,6.45,0,,,20070118:0556,0,0
20070117:2056,0,0,0,5.84,6.25,0,,,20070118:0656,0,0
20070117:2156,0,0,0,5.77,6.06,0,,,20070118:0756,0,0
20070117:2256,0,0,0,5.83,6.03,0,,,20070118:0856,0.01939,0.076559
20070117:2356,0,0,0,5.9,6.01,0,,,20070118:0956,0.041191,0.143074
20070118:0056,0,0,0,5.96,5.99,0,,,20070118:1056,0.05443,0.185339
20070118:0156,0,0,0,6.31,6.55,0,,,20070118:1156,0.061549,0.208991
20070118:0256,0,0,0,6.65,7.11,0,,,20070118:1256,0.056629,0.194101
20070118:0356,0,0,0,6.99,7.67,0,,,20070118:1356,0.052771,0.181723
20070118:0456,0,0,0,8.06,10.14,0,,,20070118:1456,0.036784,0.134517
20070118:0556,0,0,0,9.12,12.61,0,,,20070118:1556,0.009716,0.047739
20070118:0656,0,0,0,10.18,15.08,0,,,20070118:1656,0,0
20070118:0756,0,0,0,10.45,15.12,0,,,20070118:1756,0,0
20070118:0856,3.98,25.77,5.57,10.71,15.16,0,,,20070118:1856,0,0
20070118:0956,0.01,5.73,11.48,10.98,15.2,0,,,20070118:1956,0,0
20070118:1056,0.45,8.74,15.59,10.72,15.28,0,,,20070118:2056,0,0
20070118:1156,73.04,251.37,17.53,10.47,15.36,0,,,20070118:2156,0,0
20070118:1256,11.38,53.07,17.12,10.21,15.43,0,,,20070118:2256,0,0
20070118:1356,7.58,39.28,14.4,10.28,15.71,0,,,20070118:2356,0,0
20070118:1456,10.71,51.01,9.63,10.36,15.99,0,,,20070119:0056,0,0
20070118:1556,2.48,19.58,3.19,10.43,16.26,0,,,20070119:0156,0,0
20070118:1656,0,0,0,9.97,15.03,0,,,20070119:0256,0,0
20070118:1756,0,0,0,9.51,13.8,0,,,20070119:0356,0,0
20070118:1856,0,0,0,9.05,12.57,0,,,20070119:0456,0,0
20070118:1956,0,0,0,8.95,11.53,0,,,20070119:0556,0,0
20070118:2056,0,0,0,8.86,10.5,0,,,20070119:0656,0,0
20070118:2156,0,0,0,8.77,9.46,0,,,20070119:0756,0,0
20070118:2256,0,0,0,9.07,9.3,0,,,20070119:0856,0.024939,0.096684
20070118:2356,0,0,0,9.38,9.14,0,,,20070119:0956,0.0418,0.14647
20070119:0056,0,0,0,9.69,8.98,0,,,20070119:1056,0.070891,0.240258
20070119:0156,0,0,0,9.89,9.3,0,,,20070119:1156,0.089326,0.299157
20070119:0256,0,0,0,10.09,9.62,0,,,20070119:1256,0.086584,0.292016
20070119:0356,0,0,0,10.28,9.94,0,,,20070119:1356,0.070309,0.2413
20070119:0456,0,0,0,9.77,9.85,0,,,20070119:1456,0.053055,0.188609
20070119:0556,0,0,0,9.27,9.76,0,,,20070119:1556,0.014586,0.067686
20070119:0656,0,0,0,8.76,9.67,0,,,20070119:1656,0,0
20070119:0756,0,0,0,8.46,9.32,0,,,20070119:1756,0,0
20070119:0856,27.2,109.07,5.72,8.16,8.97,0,,,20070119:1856,0,0
20070119:0956,27.46,106.53,11.65,7.86,8.62,0,,,20070119:1956,0,0
20070119:1056,109.15,364.31,15.77,8.54,8.66,0,,,20070119:2056,0,0
20070119:1156,100.3,336.52,17.73,9.21,8.69,0,,,20070119:2156,0,0
20070119:1256,96.35,325.65,17.33,9.89,8.73,0,,,20070119:2256,0,0
20070119:1356,74.14,257.04,14.62,10.31,7.98,0,,,20070119:2356,0,0
20070119:1456,54.02,196.4,9.85,10.74,7.22,0,,,20070120:0056,0,0
20070119:1556,15.71,73.77,3.41,11.16,6.47,0,,,20070120:0156,0,0
20070119:1656,0,0,0,11.15,6.88,0,,,20070120:0256,0,0
20070119:1756,0,0,0,11.14,7.29,0,,,20070120:0356,0,0
20070119:1856,0,0,0,11.13,7.7,0,,,20070120:0456,0,0
20070119:1956,0,0,0,11.03,8.4,0,,,20070120:0556,0,0
20070119:2056,0,0,0,10.93,9.1,0,,,20070120:0656,0,0
20070119:2156,0,0,0,10.83,9.81,0,,,20070120:0756,0,0
20070119:2256,0,0,0,10.81,9.96,0,,,20070120:0856,0.029995,0.112633
20070119:2356,0,0,0,10.79,10.11,0,,,20070120:0956,0.050736,0.174608
20070120:0056,0,0,0,10.77,10.26,0,,,20070120:1056,0.079818,0.266691
20070120:0156,0,0,0,10.81,10.62,0,,,20070120:1156,0.076063,0.256117
20070120:0256,0,0,0,10.85,10.98,0,,,20070120:1256,0.084875,0.285751
20070120:0356,0,0,0,10.88,11.34,0,,,20070120:1356,0.064493,0.218937
20070120:0456,0,0,0,10.44,11.22,0,,,20070120:1456,0.036725,0.134365
20070120:0556,0,0,0,10.01,11.11,0,,,20070120:1556,0.011586,0.05452
20070120:0656,0,0,0,9.57,10.99,0,,,20070120:1656,0,0
20070120:0756,0,0,0,8.58,10.42,0,,,20070120:1756,0,0
20070120:0856,59.49,214.95,5.87,7.6,9.84,0,,,20070120:1856,0,0
20070120:0956,79.51,270.42,11.82,6.61,9.27,0,,,20070120:1956,0,0
20070120:1056,138.5,454.57,15.96,7.12,9.34,0,,,20070120:2056,0,0
20070120:1156,155.48,508.96,17.94,7.62,9.41,0,,,20070120:2156,0,0
20070120:1256,149.76,492.14,17.55,8.13,9.48,0,,,20070120:2256,0,0
20070120:1356,122.33,406.39,14.85,7.91,9.47,0,,,20070120:2356,0,0
20070120:1456,74.88,261.12,10.07,7.69,9.47,0,,,20070121:0056,0,0
20070120:1556,25.41,110.03,3.63,7.47,9.46,0,,,20070121:0156,0,0
20070120:1656,0,0,0,6.98,9.08,0,,,20070121:0256,0,0
20070120:1756,0,0,0,6.49,8.7,0,,,20070121:0356,0,0
20070120:1856,0,0,0,6,8.32,0,,,20070121:0456,0,0
20070120:1956,0,0,0,5.91,8.44,0,,,20070121:0556,0,0
20070120:2056,0,0,0,5.82,8.56,0,,,20070121:0656,0,0
20070120:2156,0,0,0,5.73,8.68,0,,,20070121:0756,0,0
20070120:2256,0,0,0,5.61,9.15,0,,,20070121:0856,0.030961,0.116432
20070120:2356,0,0,0,5.5,9.63,0,,,20070121:0956,0.050418,0.173257
20070121:0056,0,0,0,5.38,10.11,0,,,20070121:1056,0.068777,0.231247
20070121:0156,0,0,0,4.9,11.07,0,,,20070121:1156,0.057119,0.195663
20070121:0256,0,0,0,4.41,12.03,0,,,20070121:1256,0.091565,0.305846
20070121:0356,0,0,0,3.92,12.99,0,,,20070121:1356,0.057523,0.199107
20070121:0456,0,0,0,3.55,11.29,0,,,20070121:1456,0.031932,0.118002
20070121:0556,0,0,0,3.17,9.59,0,,,20070121:1556,0.014727,0.067137
20070121:0656,0,0,0,2.79,7.89,0,,,20070121:1656,0,0
20070121:0756,0,0,0,3.01,7.91,0,,,20070121:1756,0,0
20070121:0856,50.56,182.44,6.03,3.22,7.94,0,,,20070121:1856,0,0
20070121:0956,100.39,332.31,12,3.44,7.96,0,,,20070121:1956,0,0
20070121:1056,142.12,460.65,16.16,4.12,8.46,0,,,20070121:2056,0,0
20070121:1156,98.93,326.31,18.16,4.79,8.96,0,,,20070121:2156,0,0
20070121:1256,153.76,498.92,17.78,5.47,9.46,0,,,20070121:2256,0,0
20070121:1356,126.22,414.74,15.08,5.6,9.02,0,,,20070121:2356,0,0
20070121:1456,0,5.15,10.3,5.73,8.57,0,,,20070122:0056,0,0
20070121:1556,21.73,95.51,3.85,5.85,8.12,0,,,20070122:0156,0,0
20070121:1656,0,0,0,5.14,7.56,0,,,20070122:0256,0,0
20070121:1756,0,0,0,4.44,7,0,,,20070122:0356,0,0
20070121:1856,0,0,0,3.73,6.44,0,,,20070122:0456,0,0
20070121:1956,0,0,0,3.44,6.19,0,,,20070122:0556,0,0
20070121:2056,0,0,0,3.16,5.94,0,,,20070122:0656,0,0
20070121:2156,0,0,0,2.88,5.7,0,,,20070122:0756,0,0
20070121:2256,0,0,0,2.74,5.19,0,,,20070122:0856,0.023473,0.092014
20070121:2356,0,0,0,2.61,4.69,0,,,20070122:0956,0.022275,0.084646
20070122:0056,0,0,0,2.48,4.18,0,,,20070122:1056,0.053091,0.183844
20070122:0156,0,0,0,2.08,3.54,0,,,20070122:1156,0.056323,0.195087
20070122:0256,0,0,0,1.67,2.91,0,,,20070122:1256,0.040832,0.146859
20070122:0356,0,0,0,1.26,2.28,0,,,20070122:1356,0.040588,0.14626
20070122:0456,0,0,0,1.16,2.56,0,,,20070122:1456,0.037291,0.13745
20070122:0556,0,0,0,1.07,2.85,0,,,20070122:1556,0.011348,0.054492
20070122:0656,0,0,0,0.97,3.13,0,,,20070122:1656,0,0
20070122:0756,0,0,0,1.16,4.15,0,,,20070122:1756,0,0
20070122:0856,29.16,111.36,6.2,1.35,5.16,0,,,20070122:1856,0,0
20070122:0956,8.53,41.47,12.19,1.54,6.18,0,,,20070122:1956,0,0
20070122:1056,105.67,344.91,16.37,2.37,7.11,0,,,20070122:2056,0,0
20070122:1156,95.24,313.23,18.38,3.2,8.04,0,,,20070122:2156,0,0
20070122:1256,61.67,211.17,18.01,4.03,8.97,0,,,20070122:2256,0,0
20070122:1356,14.66,63.08,15.31,4,8.88,0,,,20070122:2356,0,0
20070122:1456,66.15,228.82,10.54,3.98,8.8,0,,,20070123:0056,0,0
20070122:1556,12.46,58.8,4.08,3.95,8.72,0,,,20070123:0156,0,0
20070122:1656,0,0,0,3.36,8.46,0,,,20070123:0256,0,0
20070122:1756,0,0,0,2.76,8.21,0,,,20070123:0356,0,0
20070122:1856,0,0,0,2.17,7.96,0,,,20070123:0456,0,0
20070122:1956,0,0,0,1.84,7.41,0,,,20070123:0556,0,0
20070122:2056,0,0,0,1.52,6.86,0,,,20070123:0656,0,0
20070122:2156,0,0,0,1.2,6.3,0,,,20070123:0756,0,0
20070122:2256,0,0,0,0.93,6.14,0,,,20070123:0856,0.022117,0.086734
20070122:2356,0,0,0,0.67,5.98,0,,,20070123:0956,0.045907,0.159923
20070123:0056,0,0,0,0.4,5.82,0,,,20070123:1056,0.072146,0.242332
20070123:0156,0,0,0,0.02,5.77,0,,,20070123:1156,0.066984,0.226661
20070123:0256,0,0,0,-0.36,5.73,0,,,20070123:1256,0.074961,0.252388
20070123:0356,0,0,0,-0.75,5.68,0,,,20070123:1356,0.05582,0.192842
20070123:0456,0,0,0,-0.92,5.92,0,,,20070123:1456,0.033023,0.121645
20070123:0556,0,0,0,-1.09,6.15,0,,,20070123:1556,0.012754,0.0593
20070123:0656,0,0,0,-1.26,6.39,0,,,20070123:1656,0,0
20070123:0756,0,0,0,-1.3,6.58,0,,,20070123:1756,0,0
20070123:0856,56.65,197.73,6.37,-1.34,6.77,0,,,20070123:1856,0,0
20070123:0956,85.15,279.13,12.38,-1.38,6.97,0,,,20070123:1956,0,0
20070123:1056,152.21,483.45,16.58,-0.7,7.28,0,,,20070123:2056,0,0
20070123:1156,170.06,539.5,18.6,-0.01,7.59,0,,,20070123:2156,0,0
20070123:1256,125.04,400.5,18.25,0.67,7.9,0,,,20070123:2256,0,0
20070123:1356,81.5,269.55,15.55,0.98,7.59,0,,,20070123:2356,0,0
20070123:1456,43.85,156.26,10.77,1.29,7.28,0,,,20070124:0056,0,0
20070123:1556,25.25,105.25,4.31,1.59,6.97,0,,,20070124:0156,0,0
20070123:1656,0,0,0,0.77,6.53,0,,,20070124:0256,0,0
20070123:1756,0,0,0,-0.05,6.09,0,,,20070124:0356,0,0
20070123:1856,0,0,0,-0.87,5.66,0,,,20070124:0456,0,0
20070123:1956,0,0,0,-1.23,5.06,0,,,20070124:0556,0,0
20070123:2056,0,0,0,-1.58,4.47,0,,,20070124:0656,0,0
20070123:2156,0,0,0,-1.93,3.88,0,,,20070124:0756,0,0
20070123:2256,0,0,0,-1.91,3.44,0,,,20070124:0856,0.032917,0.123411
20070123:2356,0,0,0,-1.88,3,0,,,20070124:0956,0.030462,0.112515
20070124:0056,0,0,0,-1.86,2.57,0,,,20070124:1056,0.05677,0.194929
20070124:0156,0,0,0,-1.55,2.89,0,,,20070124:1156,0.080474,0.270894
20070124:0256,0,0,0,-1.25,3.22,0,,,20070124:1256,0.084309,0.283661
20070124:0356,0,0,0,-0.95,3.54,0,,,20070124:1356,0.073696,0.251153
20070124:0456,0,0,0,-0.65,3.56,0,,,20070124:1456,0.039807,0.14538
20070124:0556,0,0,0,-0.36,3.58,0,,,20070124:1556,0.012774,0.058511
20070124:0656,0,0,0,-0.06,3.6,0,,,20070124:1656,0,0
20070124:0756,0,0,0,0.13,4.24,0,,,20070124:1756,0,0
20070124:0856,59.34,208.38,6.55,0.32,4.88,0,,,20070124:1856,0,0
20070124:0956,27.32,103.15,12.58,0.51,5.52,0,,,20070124:1956,0,0
20070124:1056,149.5,480.17,16.8,1.22,6.38,0,,,20070124:2056,0,0
20070124:1156,167.36,536.11,18.84,1.94,7.25,0,,,20070124:2156,0,0
20070124:1256,162.09,520.26,18.49,2.65,8.11,0,,,20070124:2256,0,0
20070124:1356,133.81,434.6,15.8,2.81,7.27,0,,,20070124:2356,0,0
20070124:1456,41.84,151.01,11.02,2.97,6.44,0,,,20070125:0056,0,0
20070124:1556,27.28,113.45,4.55,3.13,5.6,0,,,20070125:0156,0,0
20070124:1656,0,0,0,2.34,5.12,0,,,20070125:0256,0,0
20070124:1756,0,0,0,1.55,4.63,0,,,20070125:0356,0,0
20070124:1856,0,0,0,0.76,4.15,0,,,20070125:0456,0,0
20070124:1956,0,0,0,0.42,4.16,0,,,20070125:0556,0,0
20070124:2056,0,0,0,0.08,4.17,0,,,20070125:0656,0,0
20070124:2156,0,0,0,-0.26,4.18,0,,,20070125:0756,0,0
20070124:2256,0,0,0,-0.4,4.2,0,,,20070125:0856,0.021211,0.083317
20070124:2356,0,0,0,-0.53,4.22,0,,,20070125:0956,0.048113,0.168752
20070125:0056,0,0,0,-0.66,4.23,0,,,20070125:1056,0.055988,0.193926
20070125:0156,0,0,0,-0.41,4.54,0,,,20070125:1156,0.057428,0.199411
20070125:0256,0,0,0,-0.16,4.84,0,,,20070125:1256,0.055273,0.193412
20070125:0356,0,0,0,0.09,5.14,0,,,20070125:1356,0.047993,0.169787
20070125:0456,0,0,0,-0.18,5.01,0,,,20070125:1456,0.03357,0.125
20070125:0556,0,0,0,-0.46,4.87,0,,,20070125:1556,0.012402,0.05687
20070125:0656,0,0,0,-0.73,4.73,0,,,20070125:1656,0,0
20070125:0756,0,0,0,-0.87,4.55,0,,,20070125:1756,0,0
20070125:0856,69.7,240.39,6.73,-1,4.37,0,,,20070125:1856,0,0
20070125:0956,112.93,367.25,12.78,-1.14,4.19,0,,,20070125:1956,0,0
20070125:1056,153.21,492.45,17.02,-0.1,4.49,0,,,20070125:2056,0,0
20070125:1156,170.57,549.03,19.08,0.95,4.79,0,,,20070125:2156,0,0
20070125:1256,164.97,533.23,18.74,1.99,5.09,0,,,20070125:2256,0,0
20070125:1356,119.03,389.79,16.05,2.12,4.5,0,,,20070125:2356,0,0
20070125:1456,88.1,298.4,11.26,2.26,3.91,0,,,20070126:0056,0,0
20070125:1556,32.85,132.95,4.79,2.39,3.32,0,,,20070126:0156,0,0
20070125:1656,0,0,0,1.07,2.91,0,,,20070126:0256,0,0
20070125:1756,0,0,0,-0.24,2.5,0,,,20070126:0356,0,0
20070125:1856,0,0,0,-1.56,2.08,0,,,20070126:0456,0,0
20070125:1956,0,0,0,-2,2.08,0,,,20070126:0556,0,0
20070125:2056,0,0,0,-2.43,2.08,0,,,20070126:0656,0,0
20070125:2156,0,0,0,-2.86,2.08,0,,,20070126:0756,0,0
20070125:2256,0,0,0,-2.81,2.31,0,,,20070126:0856,0.031546,0.11859
20070125:2356,0,0,0,-2.75,2.54,0,,,20070126:0956,0.043298,0.152749
20070126:0056,0,0,0,-2.69,2.77,0,,,20070126:1056,0.072106,0.244934
20070126:0156,0,0,0,-2.69,3.41,0,,,20070126:1156,0.065165,0.223641
20070126:0256,0,0,0,-2.7,4.05,0,,,20070126:1256,0.065713,0.225133
20070126:0356,0,0,0,-2.71,4.69,0,,,20070126:1356,0.047745,0.168098
20070126:0456,0,0,0,-1.68,4.85,0,,,20070126:1456,0.034284,0.127316
20070126:0556,0,0,0,-0.65,5,0,,,20070126:1556,0.015514,0.069679
20070126:0656,0,0,0,0.38,5.16,0,,,20070126:1656,0,0
20070126:0756,0,0,0,0.87,5.18,0,,,20070126:1756,0,0
20070126:0856,16.6,69.28,6.93,1.35,5.2,0,,,20070126:1856,0,0
20070126:0956,15.96,66.94,12.99,1.84,5.23,0,,,20070126:1956,0,0
20070126:1056,29.82,111.92,17.25,2.48,5.26,0,,,20070126:2056,0,0
20070126:1156,38.76,140.42,19.32,3.12,5.29,0,,,20070126:2156,0,0
20070126:1256,22.56,89.23,19,3.76,5.32,0,,,20070126:2256,0,0
20070126:1356,57.25,199.1,16.3,4.74,5.35,0,,,20070126:2356,0,0
20070126:1456,20.84,84.37,11.52,5.72,5.37,0,,,20070127:0056,0,0
20070126:1556,6.89,36.79,5.03,6.69,5.39,0,,,20070127:0156,0,0
20070126:1656,0,0,0,6.33,5.11,0,,,20070127:0256,0,0
20070126:1756,0,0,0,5.96,4.82,0,,,20070127:0356,0,0
20070126:1856,0,0,0,5.6,4.54,0,,,20070127:0456,0,0
20070126:1956,0,0,0,5.52,4.63,0,,,20070127:0556,0,0
20070126:2056,0,0,0,5.44,4.73,0,,,20070127:0656,0,0
20070126:2156,0,0,0,5.36,4.83,0,,,20070127:0756,0,0
20070126:2256,0,0,0,5.23,4.73,0,,,20070127:0856,0.042831,0.156838
20070126:2356,0,0,0,5.1,4.63,0,,,20070127:0956,0.070152,0.236853
20070127:0056,0,0,0,4.97,4.52,0,,,20070127:1056,0.082499,0.277266
20070127:0156,0,0,0,5.08,4.34,0,,,20070127:1156,0.099924,0.332323
20070127:0256,0,0,0,5.19,4.15,0,,,20070127:1256,0.088585,0.298331
20070127:0356,0,0,0,5.3,3.96,0,,,20070127:1356,0.079548,0.270187
20070127:0456,0,0,0,5.11,3.83,0,,,20070127:1456,0.038899,0.142859
20070127:0556,0,0,0,4.91,3.69,0,,,20070127:1556,0.02136,0.091367
20070127:0656,0,0,0,4.72,3.56,0,,,20070127:1656,0,0
20070127:0756,0,0,0,4.65,3.65,0,,,20070127:1756,0,0
20070127:0856,47.91,175.3,7.12,4.58,3.74,0,,,20070127:1856,0,0
20070127:0956,105.88,354,13.21,4.51,3.83,0,,,20070127:1956,0,0
20070127:1056,145.86,480.83,17.49,5.36,4.34,0,,,20070127:2056,0,0
20070127:1156,162.88,536.64,19.58,6.22,4.85,0,,,20070127:2156,0,0
20070127:1256,41.91,152.66,19.26,7.07,5.35,0,,,20070127:2256,0,0
20070127:1356,132.21,440.56,16.56,7.22,5.04,0,,,20070127:2356,0,0
20070127:1456,28.92,111.7,11.77,7.37,4.73,0,,,20070128:0056,0,0
20070127:1556,25.62,108.55,5.28,7.51,4.41,0,,,20070128:0156,0,0
20070127:1656,0,0,0,6.59,4.05,0,,,20070128:0256,0,0
20070127:1756,0,0,0,5.68,3.69,0,,,20070128:0356,0,0
20070127:1856,0,0,0,4.76,3.32,0,,,20070128:0456,0,0
20070127:1956,0,0,0,4.57,3.64,0,,,20070128:0556,0,0
20070127:2056,0,0,0,4.38,3.96,0,,,20070128:0656,0,0
20070127:2156,0,0,0,4.19,4.28,0,,,20070128:0756,0,0
20070127:2256,0,0,0,4.3,4.43,0,,,20070128:0856,0.023946,0.09276
20070127:2356,0,0,0,4.4,4.59,0,,,20070128:0956,0.059522,0.205379
20070128:0056,0,0,0,4.51,4.74,0,,,20070128:1056,0.088733,0.29571
20070128:0156,0,0,0,4.38,5.09,0,,,20070128:1156,0.074182,0.251024
20070128:0256,0,0,0,4.24,5.43,0,,,20070128:1256,0.056336,0.195049
20070128:0356,0,0,0,4.1,5.78,0,,,20070128:1356,0.066378,0.226927
20070128:0456,0,0,0,4.18,5.82,0,,,20070128:1456,0.030771,0.113875
20070128:0556,0,0,0,4.25,5.86,0,,,20070128:1556,0.018299,0.077552
20070128:0656,0,0,0,4.33,5.9,0,,,20070128:1656,0,0
20070128:0756,0,0,0,4.54,6.14,0,,,20070128:1756,0,0
20070128:0856,28.93,111.73,7.33,4.76,6.37,0,,,20070128:1856,0,0
20070128:0956,89.75,301.02,13.43,4.97,6.61,0,,,20070128:1956,0,0
20070128:1056,67.66,231.69,17.73,5.84,7.06,0,,,20070128:2056,0,0
20070128:1156,51.86,183.37,19.83,6.71,7.52,0,,,20070128:2156,0,0
20070128:1256,118.64,392.95,19.52,7.58,7.97,0,,,20070128:2256,0,0
20070128:1356,8.55,42.49,16.83,7.67,7.56,0,,,20070128:2356,0,0
20070128:1456,4.05,25.35,12.03,7.76,7.15,0,,,20070129:0056,0,0
20070128:1556,13.17,61.84,5.53,7.84,6.74,0,,,20070129:0156,0,0
20070128:1656,0,0,0,7.58,6.45,0,,,20070129:0256,0,0
20070128:1756,0,0,0,7.32,6.16,0,,,20070129:0356,0,0
20070128:1856,0,0,0,7.06,5.86,0,,,20070129:0456,0,0
20070128:1956,0,0,0,6.99,5.69,0,,,20070129:0556,0,0
20070128:2056,0,0,0,6.92,5.51,0,,,20070129:0656,0,0
20070128:2156,0,0,0,6.85,5.34,0,,,20070129:0756,0.001517,0.012631
20070128:2256,0,0,0,6.82,5.22,0,,,20070129:0856,0.02555,0.098952
20070128:2356,0,0,0,6.8,5.1,0,,,20070129:0956,0.036317,0.130983
20070129:0056,0,0,0,6.77,4.98,0,,,20070129:1056,0.056906,0.196832
20070129:0156,0,0,0,6.5,4.82,0,,,20070129:1156,0.047072,0.16634
20070129:0256,0,0,0,6.23,4.66,0,,,20070129:1256,0.046377,0.164292
20070129:0356,0,0,0,5.96,4.5,0,,,20070129:1356,0.034714,0.126242
20070129:0456,0,0,0,5.86,4.29,0,,,20070129:1456,0.031222,0.115601
20070129:0556,0,0,0,5.75,4.08,0,,,20070129:1556,0.011834,0.052972
20070129:0656,0,0,0,5.65,3.88,0,,,20070129:1656,0,0
20070129:0756,1.75,15.3,0.04,5.74,3.86,0,,,20070129:1756,0,0
20070129:0856,11.58,53.09,7.54,5.83,3.84,0,,,20070129:1856,0,0
20070129:0956,4.39,26.56,13.66,5.92,3.82,0,,,20070129:1956,0,0
20070129:1056,20.19,82.48,17.98,6.59,3.94,0,,,20070129:2056,0,0
20070129:1156,21.93,88.47,20.1,7.27,4.06,0,,,20070129:2156,0,0
20070129:1256,26.48,103.74,19.79,7.94,4.18,0,,,20070129:2256,0,0
20070129:1356,24.62,97.7,17.1,8.08,3.49,0,,,20070129:2356,0,0
